year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,1,1,1,1/1/2024,9E,4814,JFK,"New York, NY",New York,DTW,"Detroit, MI",Michigan,1252,1247,-5,31,1318,1442,7,1508,1449,-19,0,,0,136,122,84,509,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4815,MSP,"Minneapolis, MN",Minnesota,CLE,"Cleveland, OH",Ohio,1015,1001,-14,20,1021,1249,6,1325,1255,-30,0,,0,130,114,88,622,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4817,JFK,"New York, NY",New York,RIC,"Richmond, VA",Virginia,1415,1411,-4,21,1432,1533,8,1601,1541,-20,0,,0,106,90,61,288,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4817,RIC,"Richmond, VA",Virginia,JFK,"New York, NY",New York,1650,1643,-7,13,1656,1747,12,1841,1759,-42,0,,0,111,76,51,288,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4818,DTW,"Detroit, MI",Michigan,MKE,"Milwaukee, WI",Wisconsin,1015,1010,-5,21,1031,1016,4,1034,1020,-14,0,,0,79,70,45,237,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4822,JAX,"Jacksonville, FL",Florida,LGA,"New York, NY",New York,1410,1403,-7,14,1417,1559,4,1627,1603,-24,0,,0,137,120,102,833,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4822,LGA,"New York, NY",New York,JAX,"Jacksonville, FL",Florida,955,947,-8,26,1013,1218,13,1244,1231,-13,0,,0,169,164,125,833,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4823,CHS,"Charleston, SC",South Carolina,LGA,"New York, NY",New York,1140,1135,-5,8,1143,1309,5,1338,1314,-24,0,,0,118,99,86,641,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4823,LGA,"New York, NY",New York,CHS,"Charleston, SC",South Carolina,815,810,-5,14,824,1005,8,1044,1013,-31,0,,0,149,123,101,641,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4828,ITH,"Ithaca/Cortland, NY",New York,JFK,"New York, NY",New York,1300,1248,-12,12,1300,1343,12,1419,1355,-24,0,,0,79,67,43,189,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4828,JFK,"New York, NY",New York,ITH,"Ithaca/Cortland, NY",New York,1104,1054,-10,13,1107,1148,3,1215,1151,-24,0,,0,71,57,41,189,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4830,ITH,"Ithaca/Cortland, NY",New York,JFK,"New York, NY",New York,620,616,-4,35,651,734,8,748,742,-6,0,,0,88,86,43,189,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4836,CLE,"Cleveland, OH",Ohio,MSP,"Minneapolis, MN",Minnesota,1415,1405,-10,22,1427,1454,7,1532,1501,-31,0,,0,137,116,87,622,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4845,GRR,"Grand Rapids, MI",Michigan,DTW,"Detroit, MI",Michigan,1255,1250,-5,27,1317,1347,11,1357,1358,1,0,,0,62,68,30,120,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4851,CMH,"Columbus, OH",Ohio,DTW,"Detroit, MI",Michigan,1235,1230,-5,7,1237,1311,10,1338,1321,-17,0,,0,63,51,34,155,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4851,DTW,"Detroit, MI",Michigan,CMH,"Columbus, OH",Ohio,1025,1025,0,15,1040,1116,4,1132,1120,-12,0,,0,67,55,36,155,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4858,ATL,"Atlanta, GA",Georgia,TLH,"Tallahassee, FL",Florida,920,915,-5,22,937,1020,3,1029,1023,-6,0,,0,69,68,43,223,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4858,TLH,"Tallahassee, FL",Florida,ATL,"Atlanta, GA",Georgia,1114,1109,-5,12,1121,1205,7,1225,1212,-13,0,,0,71,63,44,223,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4864,LGA,"New York, NY",New York,ALB,"Albany, NY",New York,1645,1634,-11,26,1700,1729,5,1801,1734,-27,0,,0,76,60,29,136,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4871,CLT,"Charlotte, NC",North Carolina,LGA,"New York, NY",New York,1351,1345,-6,31,1416,1531,7,1559,1538,-21,0,,0,128,113,75,544,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4873,PVD,"Providence, RI",Rhode Island,DTW,"Detroit, MI",Michigan,530,525,-5,12,537,708,16,755,724,-31,0,,0,145,119,91,615,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4876,MIA,"Miami, FL",Florida,RDU,"Raleigh/Durham, NC",North Carolina,1745,1758,13,34,1832,2012,7,2002,2019,17,0,,0,137,141,100,700,13,0,4,0,0
2024,1,1,1,1/1/2024,9E,4876,RDU,"Raleigh/Durham, NC",North Carolina,MIA,"Miami, FL",Florida,1445,1441,-4,19,1500,1644,16,1659,1700,1,0,,0,134,139,104,700,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4878,LGA,"New York, NY",New York,MCI,"Kansas City, MO",Missouri,1020,1015,-5,24,1039,1206,8,1304,1214,-50,0,,0,224,179,147,1107,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4893,BTV,"Burlington, VT",Vermont,JFK,"New York, NY",New York,1200,1152,-8,27,1219,1313,12,1345,1325,-20,0,,0,105,93,54,266,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4894,STL,"St. Louis, MO",Missouri,LGA,"New York, NY",New York,841,831,-10,19,850,1148,6,1210,1154,-16,0,,0,149,143,118,888,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4900,JFK,"New York, NY",New York,SAV,"Savannah, GA",Georgia,840,835,-5,24,859,1052,4,1124,1056,-28,0,,0,164,141,113,718,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4900,SAV,"Savannah, GA",Georgia,JFK,"New York, NY",New York,1345,1335,-10,18,1353,1521,11,1602,1532,-30,0,,0,137,117,88,718,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4901,DTW,"Detroit, MI",Michigan,MKE,"Milwaukee, WI",Wisconsin,1555,1552,-3,19,1611,1553,6,1612,1559,-13,0,,0,77,67,42,237,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4902,BDL,"Hartford, CT",Connecticut,DTW,"Detroit, MI",Michigan,1302,1252,-10,14,1306,1428,14,1509,1442,-27,0,,0,127,110,82,549,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4902,DTW,"Detroit, MI",Michigan,BDL,"Hartford, CT",Connecticut,1022,1020,-2,15,1035,1152,4,1208,1156,-12,0,,0,106,96,77,549,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4903,IND,"Indianapolis, IN",Indiana,JFK,"New York, NY",New York,1405,1400,-5,11,1411,1556,8,1619,1604,-15,0,,0,134,124,105,665,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4904,JFK,"New York, NY",New York,MCI,"Kansas City, MO",Missouri,1750,1745,-5,30,1815,1938,7,2029,1945,-44,0,,0,219,180,143,1113,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4908,IAD,"Washington, DC",Virginia,MSP,"Minneapolis, MN",Minnesota,1815,1811,-4,15,1826,1932,27,2025,1959,-26,0,,0,190,168,126,908,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4909,DTW,"Detroit, MI",Michigan,PHL,"Philadelphia, PA",Pennsylvania,1508,1501,-7,11,1512,1625,5,1658,1630,-28,0,,0,110,89,73,453,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4909,PHL,"Philadelphia, PA",Pennsylvania,DTW,"Detroit, MI",Michigan,1743,1732,-11,13,1745,1855,5,1935,1900,-35,0,,0,112,88,70,453,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4910,ATL,"Atlanta, GA",Georgia,DHN,"Dothan, AL",Alabama,1355,1352,-3,17,1409,1343,5,1401,1348,-13,0,,0,66,56,34,170,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4910,DHN,"Dothan, AL",Alabama,ATL,"Atlanta, GA",Georgia,1446,1436,-10,19,1455,1631,5,1702,1636,-26,0,,0,76,60,36,170,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4911,BDL,"Hartford, CT",Connecticut,DTW,"Detroit, MI",Michigan,930,923,-7,18,941,1105,9,1139,1114,-25,0,,0,129,111,84,549,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4912,DHN,"Dothan, AL",Alabama,ATL,"Atlanta, GA",Georgia,648,642,-6,16,658,831,33,854,904,10,0,,0,66,82,33,170,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4913,BGR,"Bangor, ME",Maine,LGA,"New York, NY",New York,700,653,-7,14,707,810,9,855,819,-36,0,,0,115,86,63,378,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4917,LGA,"New York, NY",New York,RDU,"Raleigh/Durham, NC",North Carolina,1319,1314,-5,13,1327,1438,26,1515,1504,-11,0,,0,116,110,71,431,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4917,RDU,"Raleigh/Durham, NC",North Carolina,LGA,"New York, NY",New York,1600,1553,-7,11,1604,1703,14,1758,1717,-41,0,,0,118,84,59,431,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4918,EYW,"Key West, FL",Florida,ATL,"Atlanta, GA",Georgia,738,737,-1,16,753,940,9,1000,949,-11,0,,0,142,132,107,646,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4922,DTW,"Detroit, MI",Michigan,ATW,"Appleton, WI",Wisconsin,2040,2039,-1,13,2052,2046,3,2111,2049,-22,0,,0,91,70,54,296,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4923,ATL,"Atlanta, GA",Georgia,TYS,"Knoxville, TN",Tennessee,1345,1342,-3,13,1355,1426,6,1443,1432,-11,0,,0,58,50,31,152,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4923,TYS,"Knoxville, TN",Tennessee,ATL,"Atlanta, GA",Georgia,1528,1525,-3,11,1536,1609,8,1635,1617,-18,0,,0,67,52,33,152,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4927,GTR,"Columbus, MS",Mississippi,ATL,"Atlanta, GA",Georgia,610,605,-5,16,621,805,6,825,811,-14,0,,0,75,66,44,241,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4928,MSP,"Minneapolis, MN",Minnesota,IAD,"Washington, DC",Virginia,1020,1010,-10,18,1028,1332,5,1402,1337,-25,0,,0,162,147,124,908,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4929,JAX,"Jacksonville, FL",Florida,JFK,"New York, NY",New York,1225,1222,-3,16,1238,1426,13,1500,1439,-21,0,,0,155,137,108,828,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4929,JFK,"New York, NY",New York,JAX,"Jacksonville, FL",Florida,840,837,-3,23,900,1107,3,1140,1110,-30,0,,0,180,153,127,828,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4930,ATL,"Atlanta, GA",Georgia,XNA,"Fayetteville, AR",Arkansas,2100,2046,-14,38,2124,2152,6,2204,2158,-6,0,,0,124,132,88,589,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4931,LGA,"New York, NY",New York,PNS,"Pensacola, FL",Florida,1045,1036,-9,18,1054,1226,5,1302,1231,-31,0,,0,197,175,152,1030,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4931,PNS,"Pensacola, FL",Florida,LGA,"New York, NY",New York,1350,1349,-1,10,1359,1659,5,1721,1704,-17,0,,0,151,135,120,1030,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4932,CLT,"Charlotte, NC",North Carolina,JFK,"New York, NY",New York,1639,1937,178,26,2003,2122,5,1845,2127,162,0,,0,126,110,79,541,162,0,0,0,0
2024,1,1,1,1/1/2024,9E,4933,ATL,"Atlanta, GA",Georgia,TYS,"Knoxville, TN",Tennessee,900,856,-4,11,907,937,4,1002,941,-21,0,,0,62,45,30,152,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4933,TYS,"Knoxville, TN",Tennessee,ATL,"Atlanta, GA",Georgia,1047,1038,-9,20,1058,1129,7,1153,1136,-17,0,,0,66,58,31,152,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4934,MSP,"Minneapolis, MN",Minnesota,CWA,"Mosinee, WI",Wisconsin,1950,1945,-5,42,2027,2107,3,2113,2110,-3,0,,0,83,85,40,175,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4935,ATL,"Atlanta, GA",Georgia,ILM,"Wilmington, NC",North Carolina,900,911,11,14,925,1019,3,1026,1022,-4,0,,0,86,71,54,377,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4935,ILM,"Wilmington, NC",North Carolina,ATL,"Atlanta, GA",Georgia,1111,1106,-5,9,1115,1224,5,1252,1229,-23,0,,0,101,83,69,377,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4938,LGA,"New York, NY",New York,BHM,"Birmingham, AL",Alabama,1449,1439,-10,15,1454,1559,3,1646,1602,-44,0,,0,177,143,125,866,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4939,MCI,"Kansas City, MO",Missouri,JFK,"New York, NY",New York,1000,951,-9,30,1021,1359,8,1355,1407,12,0,,0,175,196,158,1113,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4940,LGA,"New York, NY",New York,BGR,"Bangor, ME",Maine,1950,1936,-14,16,1952,2052,4,2131,2056,-35,0,,0,101,80,60,378,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4945,ATL,"Atlanta, GA",Georgia,FAY,"Fayetteville, NC",North Carolina,1342,1341,-1,14,1355,1442,7,1458,1449,-9,0,,0,76,68,47,331,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4945,FAY,"Fayetteville, NC",North Carolina,ATL,"Atlanta, GA",Georgia,1543,1537,-6,12,1549,1653,6,1720,1659,-21,0,,0,97,82,64,331,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4946,SYR,"Syracuse, NY",New York,JFK,"New York, NY",New York,1345,1343,-2,13,1356,1444,18,1529,1502,-27,0,,0,104,79,48,209,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4947,ATL,"Atlanta, GA",Georgia,EYW,"Key West, FL",Florida,1740,1728,-12,15,1743,1920,2,1938,1922,-16,0,,0,118,114,97,646,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4948,SAV,"Savannah, GA",Georgia,JFK,"New York, NY",New York,920,916,-4,15,931,1101,7,1136,1108,-28,0,,0,136,112,90,718,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4949,ATL,"Atlanta, GA",Georgia,TUL,"Tulsa, OK",Oklahoma,920,918,-2,24,942,1029,6,1035,1035,0,0,,0,135,137,107,674,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4949,TUL,"Tulsa, OK",Oklahoma,ATL,"Atlanta, GA",Georgia,1124,1114,-10,16,1130,1355,4,1419,1359,-20,0,,0,115,105,85,674,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4950,ATL,"Atlanta, GA",Georgia,MLI,"Moline, IL",Illinois,2121,2108,-13,19,2127,2153,4,2225,2157,-28,0,,0,124,109,86,633,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4953,ATL,"Atlanta, GA",Georgia,GTR,"Columbus, MS",Mississippi,1345,1339,-6,13,1352,1341,2,1356,1343,-13,0,,0,71,64,49,241,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4953,GTR,"Columbus, MS",Mississippi,ATL,"Atlanta, GA",Georgia,1441,1437,-4,10,1447,1627,7,1709,1634,-35,0,,0,88,57,40,241,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4954,ATL,"Atlanta, GA",Georgia,CRW,"Charleston/Dunbar, WV",West Virginia,2105,2056,-9,15,2111,2216,9,2229,2225,-4,0,,0,84,89,65,363,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4955,IND,"Indianapolis, IN",Indiana,DTW,"Detroit, MI",Michigan,1240,1235,-5,16,1251,1337,12,1358,1349,-9,0,,0,78,74,46,231,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4956,ATL,"Atlanta, GA",Georgia,MLU,"Monroe, LA",Louisiana,1355,1350,-5,16,1406,1419,4,1444,1423,-21,0,,0,109,93,73,448,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4956,MLU,"Monroe, LA",Louisiana,ATL,"Atlanta, GA",Georgia,1529,1517,-12,12,1529,1730,6,1809,1736,-33,0,,0,100,79,61,448,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4957,MSP,"Minneapolis, MN",Minnesota,RST,"Rochester, MN",Minnesota,1316,1311,-5,22,1333,1356,4,1409,1400,-9,0,,0,53,49,23,76,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4957,RST,"Rochester, MN",Minnesota,MSP,"Minneapolis, MN",Minnesota,1500,1450,-10,10,1500,1525,8,1602,1533,-29,0,,0,62,43,25,76,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4958,ATL,"Atlanta, GA",Georgia,MLI,"Moline, IL",Illinois,1510,1505,-5,16,1521,1556,14,1616,1610,-6,0,,0,126,125,95,633,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4958,MLI,"Moline, IL",Illinois,ATL,"Atlanta, GA",Georgia,1701,1651,-10,12,1703,1925,8,2008,1933,-35,0,,0,127,102,82,633,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4959,DTW,"Detroit, MI",Michigan,LEX,"Lexington, KY",Kentucky,1550,1551,1,20,1611,1656,6,1710,1702,-8,0,,0,80,71,45,296,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4961,RDU,"Raleigh/Durham, NC",North Carolina,JFK,"New York, NY",New York,1635,1635,0,16,1651,1755,7,1843,1802,-41,0,,0,128,87,64,427,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4962,JFK,"New York, NY",New York,RDU,"Raleigh/Durham, NC",North Carolina,1630,1630,0,17,1647,1805,13,1829,1818,-11,0,,0,119,108,78,427,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4963,ATL,"Atlanta, GA",Georgia,DAY,"Dayton, OH",Ohio,955,952,-3,13,1005,1111,5,1132,1116,-16,0,,0,97,84,66,432,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4963,DAY,"Dayton, OH",Ohio,ATL,"Atlanta, GA",Georgia,1219,1210,-9,14,1224,1336,6,1411,1342,-29,0,,0,112,92,72,432,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4964,LGA,"New York, NY",New York,PWM,"Portland, ME",Maine,1515,1511,-4,16,1527,1625,5,1647,1630,-17,0,,0,92,79,58,269,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4966,JFK,"New York, NY",New York,SAV,"Savannah, GA",Georgia,1700,1729,29,32,1801,1951,5,1938,1956,18,0,,0,158,147,110,718,0,0,0,0,18
2024,1,1,1,1/1/2024,9E,4968,ATL,"Atlanta, GA",Georgia,CLT,"Charlotte, NC",North Carolina,940,939,-1,16,955,1033,7,1053,1040,-13,0,,0,73,61,38,226,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4968,CLT,"Charlotte, NC",North Carolina,ATL,"Atlanta, GA",Georgia,1139,1137,-2,20,1157,1240,6,1305,1246,-19,0,,0,86,69,43,226,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4969,IND,"Indianapolis, IN",Indiana,LGA,"New York, NY",New York,745,740,-5,21,801,939,7,955,946,-9,0,,0,130,126,98,660,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4970,ROC,"Rochester, NY",New York,JFK,"New York, NY",New York,1400,1358,-2,27,1425,1521,8,1539,1529,-10,0,,0,99,91,56,264,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4972,MCI,"Kansas City, MO",Missouri,DTW,"Detroit, MI",Michigan,1623,1621,-2,15,1636,1908,9,1918,1917,-1,0,,0,115,116,92,629,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4975,LGA,"New York, NY",New York,CHS,"Charleston, SC",South Carolina,1547,1546,-1,16,1602,1740,5,1814,1745,-29,0,,0,147,119,98,641,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4976,DTW,"Detroit, MI",Michigan,PVD,"Providence, RI",Rhode Island,1431,1428,-3,10,1438,1605,3,1623,1608,-15,0,,0,112,100,87,615,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4976,PVD,"Providence, RI",Rhode Island,DTW,"Detroit, MI",Michigan,1708,1703,-5,18,1721,1846,6,1925,1852,-33,0,,0,137,109,85,615,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4980,LEX,"Lexington, KY",Kentucky,DTW,"Detroit, MI",Michigan,613,602,-11,15,617,711,7,750,718,-32,0,,0,97,76,54,296,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4981,LGA,"New York, NY",New York,RDU,"Raleigh/Durham, NC",North Carolina,827,821,-6,21,842,1002,4,1028,1006,-22,0,,0,121,105,80,431,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4981,RDU,"Raleigh/Durham, NC",North Carolina,LGA,"New York, NY",New York,1113,1108,-5,26,1134,1235,5,1259,1240,-19,0,,0,106,92,61,431,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4983,AEX,"Alexandria, LA",Louisiana,ATL,"Atlanta, GA",Georgia,1631,1620,-11,16,1636,1845,6,1917,1851,-26,0,,0,106,91,69,500,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4983,ATL,"Atlanta, GA",Georgia,AEX,"Alexandria, LA",Louisiana,1453,1446,-7,23,1509,1535,3,1546,1538,-8,0,,0,113,112,86,500,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4984,MSP,"Minneapolis, MN",Minnesota,STL,"St. Louis, MO",Missouri,1520,1516,-4,23,1539,1647,6,1707,1653,-14,0,,0,107,97,68,448,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4984,STL,"St. Louis, MO",Missouri,MSP,"Minneapolis, MN",Minnesota,1757,1815,18,12,1827,1936,25,1935,2001,26,0,,0,98,106,69,448,18,0,8,0,0
2024,1,1,1,1/1/2024,9E,4986,BNA,"Nashville, TN",Tennessee,JFK,"New York, NY",New York,915,907,-8,15,922,1220,8,1251,1228,-23,0,,0,156,141,118,765,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4987,ATL,"Atlanta, GA",Georgia,MDT,"Harrisburg, PA",Pennsylvania,1140,1138,-2,12,1150,1321,4,1326,1325,-1,0,,0,106,107,91,620,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4987,MDT,"Harrisburg, PA",Pennsylvania,ATL,"Atlanta, GA",Georgia,1423,1418,-5,15,1433,1602,5,1638,1607,-31,0,,0,135,109,89,620,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4988,JFK,"New York, NY",New York,SYR,"Syracuse, NY",New York,1940,1934,-6,30,2004,2047,7,2125,2054,-31,0,,0,105,80,43,209,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4991,DTW,"Detroit, MI",Michigan,MCI,"Kansas City, MO",Missouri,1645,1704,19,26,1730,1755,8,1802,1803,1,0,,0,137,119,85,629,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4994,LGA,"New York, NY",New York,MYR,"Myrtle Beach, SC",South Carolina,1040,1104,24,17,1121,1250,4,1249,1254,5,0,,0,129,110,89,563,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4994,MYR,"Myrtle Beach, SC",South Carolina,LGA,"New York, NY",New York,1435,1430,-5,13,1443,1557,4,1625,1601,-24,0,,0,110,91,74,563,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4996,DTW,"Detroit, MI",Michigan,MQT,"Marquette, MI",Michigan,1215,1210,-5,19,1229,1328,6,1351,1334,-17,0,,0,96,84,59,349,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4996,MQT,"Marquette, MI",Michigan,DTW,"Detroit, MI",Michigan,1436,1431,-5,25,1456,1549,17,1603,1606,3,0,,0,87,95,53,349,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4997,LGA,"New York, NY",New York,PVD,"Providence, RI",Rhode Island,1815,1810,-5,17,1827,1855,4,1928,1859,-29,0,,0,73,49,28,143,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4998,DSM,"Des Moines, IA",Iowa,MSP,"Minneapolis, MN",Minnesota,1224,1219,-5,10,1229,1311,14,1347,1325,-22,0,,0,83,66,42,232,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4998,MSP,"Minneapolis, MN",Minnesota,DSM,"Des Moines, IA",Iowa,1005,955,-10,19,1014,1056,4,1138,1100,-38,0,,0,93,65,42,232,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,4999,OAJ,"Jacksonville/Camp Lejeune, NC",North Carolina,ATL,"Atlanta, GA",Georgia,600,555,-5,24,619,732,6,758,738,-20,0,,0,118,103,73,399,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5001,JFK,"New York, NY",New York,IND,"Indianapolis, IN",Indiana,1700,1655,-5,25,1720,1849,5,1928,1854,-34,0,,0,148,119,89,665,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5003,ATL,"Atlanta, GA",Georgia,CHO,"Charlottesville, VA",Virginia,1300,1255,-5,15,1310,1413,4,1426,1417,-9,0,,0,86,82,63,457,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5003,CHO,"Charlottesville, VA",Virginia,ATL,"Atlanta, GA",Georgia,1511,1504,-7,13,1517,1629,7,1654,1636,-18,0,,0,103,92,72,457,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5004,ATL,"Atlanta, GA",Georgia,AEX,"Alexandria, LA",Louisiana,2000,1951,-9,14,2005,2025,4,2055,2029,-26,0,,0,115,98,80,500,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5007,BHM,"Birmingham, AL",Alabama,LGA,"New York, NY",New York,1000,949,-11,18,1007,1250,7,1328,1257,-31,0,,0,148,128,103,866,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5008,ATL,"Atlanta, GA",Georgia,SGF,"Springfield, MO",Missouri,2105,2055,-10,16,2111,2139,17,2205,2156,-9,0,,0,120,121,88,563,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5009,ATL,"Atlanta, GA",Georgia,DHN,"Dothan, AL",Alabama,2110,2101,-9,17,2118,2051,4,2116,2055,-21,0,,0,66,54,33,170,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5014,ATL,"Atlanta, GA",Georgia,ICT,"Wichita, KS",Kansas,1115,1107,-8,18,1125,1219,5,1247,1224,-23,0,,0,152,137,114,782,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5014,ICT,"Wichita, KS",Kansas,ATL,"Atlanta, GA",Georgia,1337,1332,-5,13,1345,1619,8,1642,1627,-15,0,,0,125,115,94,782,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5015,AEX,"Alexandria, LA",Louisiana,ATL,"Atlanta, GA",Georgia,600,555,-5,10,605,813,8,850,821,-29,0,,0,110,86,68,500,0,0,0,0,0
