year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,1,1,1,1/1/2024,9E,5405,MSP,"Minneapolis, MN",Minnesota,CVG,"Cincinnati, OH",Kentucky,1030,1027,-3,13,1040,1306,5,1336,1311,-25,0,,0,126,104,86,596,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5406,CLT,"Charlotte, NC",North Carolina,DTW,"Detroit, MI",Michigan,1306,1303,-3,14,1317,1435,9,1500,1444,-16,0,,0,114,101,78,500,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5407,CAE,"Columbia, SC",South Carolina,LGA,"New York, NY",New York,1645,1640,-5,10,1650,1808,5,1843,1813,-30,0,,0,118,93,78,617,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5407,LGA,"New York, NY",New York,CAE,"Columbia, SC",South Carolina,1351,1344,-7,17,1401,1532,3,1600,1535,-25,0,,0,129,111,91,617,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5408,LGA,"New York, NY",New York,BGM,"Binghamton, NY",New York,1959,1938,-21,16,1954,2023,3,2114,2026,-48,0,,0,75,48,29,147,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5409,DTW,"Detroit, MI",Michigan,GRR,"Grand Rapids, MI",Michigan,1015,1009,-6,23,1032,1059,2,1112,1101,-11,0,,0,57,52,27,120,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5410,ATL,"Atlanta, GA",Georgia,BMI,"Bloomington/Normal, IL",Illinois,2142,2138,-4,13,2151,2216,5,2235,2221,-14,0,,0,113,103,85,533,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5414,DSM,"Des Moines, IA",Iowa,DTW,"Detroit, MI",Michigan,626,621,-5,12,633,900,9,917,909,-8,0,,0,111,108,87,533,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5415,CVG,"Cincinnati, OH",Kentucky,JFK,"New York, NY",New York,1500,1500,0,12,1512,1651,10,1707,1701,-6,0,,0,127,121,99,589,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5416,MSP,"Minneapolis, MN",Minnesota,GFK,"Grand Forks, ND",North Dakota,2130,2119,-11,32,2151,2240,4,2312,2244,-28,0,,0,102,85,49,284,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5419,XNA,"Fayetteville, AR",Arkansas,ATL,"Atlanta, GA",Georgia,604,602,-2,17,619,835,27,905,902,-3,0,,0,121,120,76,589,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5420,ATL,"Atlanta, GA",Georgia,CLT,"Charlotte, NC",North Carolina,1510,1505,-5,19,1524,1605,5,1624,1610,-14,0,,0,74,65,41,226,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5420,CLT,"Charlotte, NC",North Carolina,ATL,"Atlanta, GA",Georgia,1721,1716,-5,20,1736,1820,14,1852,1834,-18,0,,0,91,78,44,226,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5422,DTW,"Detroit, MI",Michigan,JFK,"New York, NY",New York,1000,1006,6,16,1022,1135,8,1200,1143,-17,0,,0,120,97,73,509,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5428,ATL,"Atlanta, GA",Georgia,TUL,"Tulsa, OK",Oklahoma,1351,1344,-7,19,1403,1444,6,1500,1450,-10,0,,0,129,126,101,674,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5428,TUL,"Tulsa, OK",Oklahoma,ATL,"Atlanta, GA",Georgia,1545,1543,-2,13,1556,1822,11,1845,1833,-12,0,,0,120,110,86,674,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5429,JFK,"New York, NY",New York,RDU,"Raleigh/Durham, NC",North Carolina,1250,1248,-2,27,1315,1432,5,1444,1437,-7,0,,0,114,109,77,427,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5431,BGR,"Bangor, ME",Maine,JFK,"New York, NY",New York,1400,1358,-2,18,1416,1525,7,1556,1532,-24,0,,0,116,94,69,382,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5431,JFK,"New York, NY",New York,BGR,"Bangor, ME",Maine,1135,1120,-15,22,1142,1244,5,1312,1249,-23,0,,0,97,89,62,382,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5435,MKE,"Milwaukee, WI",Wisconsin,DTW,"Detroit, MI",Michigan,1200,1155,-5,10,1205,1353,7,1409,1400,-9,0,,0,69,65,48,237,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5441,JFK,"New York, NY",New York,CLT,"Charlotte, NC",North Carolina,1642,1637,-5,22,1659,1822,12,1858,1834,-24,0,,0,136,117,83,541,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5443,ATL,"Atlanta, GA",Georgia,VLD,"Valdosta, GA",Georgia,2007,1958,-9,17,2015,2050,4,2119,2054,-25,0,,0,72,56,35,208,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5444,DTW,"Detroit, MI",Michigan,JFK,"New York, NY",New York,1955,1952,-3,49,2041,2204,9,2200,2213,13,0,,0,125,141,83,509,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5446,RST,"Rochester, MN",Minnesota,MSP,"Minneapolis, MN",Minnesota,510,505,-5,22,527,546,16,611,602,-9,0,,0,61,57,19,76,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5451,MSP,"Minneapolis, MN",Minnesota,RST,"Rochester, MN",Minnesota,2220,2207,-13,44,2251,2310,3,2322,2313,-9,0,,0,62,66,19,76,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5455,GRB,"Green Bay, WI",Wisconsin,DTW,"Detroit, MI",Michigan,700,657,-3,16,713,902,11,930,913,-17,0,,0,90,76,49,287,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5460,ATL,"Atlanta, GA",Georgia,LEX,"Lexington, KY",Kentucky,915,903,-12,24,927,1021,4,1033,1025,-8,0,,0,78,82,54,304,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5460,LEX,"Lexington, KY",Kentucky,ATL,"Atlanta, GA",Georgia,1118,1113,-5,12,1125,1226,4,1253,1230,-23,0,,0,95,77,61,304,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5461,LGA,"New York, NY",New York,MEM,"Memphis, TN",Tennessee,1044,1037,-7,21,1058,1219,3,1302,1222,-40,0,,0,198,165,141,963,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5461,MEM,"Memphis, TN",Tennessee,LGA,"New York, NY",New York,1354,1346,-8,14,1400,1718,8,1735,1726,-9,0,,0,161,160,138,963,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5468,DTW,"Detroit, MI",Michigan,IND,"Indianapolis, IN",Indiana,1000,957,-3,19,1016,1055,6,1115,1101,-14,0,,0,75,64,39,231,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5471,ATL,"Atlanta, GA",Georgia,TRI,"Bristol/Johnson City/Kingsport, TN",Tennessee,1413,1408,-5,11,1419,1504,4,1524,1508,-16,0,,0,71,60,45,227,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5471,TRI,"Bristol/Johnson City/Kingsport, TN",Tennessee,ATL,"Atlanta, GA",Georgia,1609,1604,-5,18,1622,1701,3,1722,1704,-18,0,,0,73,60,39,227,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5472,CVG,"Cincinnati, OH",Kentucky,RSW,"Fort Myers, FL",Florida,945,939,-6,12,951,1148,4,1209,1152,-17,0,,0,144,133,117,879,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5472,RSW,"Fort Myers, FL",Florida,CVG,"Cincinnati, OH",Kentucky,1305,1253,-12,16,1309,1512,5,1535,1517,-18,0,,0,150,144,123,879,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5474,CHS,"Charleston, SC",South Carolina,JFK,"New York, NY",New York,700,704,4,15,719,838,17,918,855,-23,0,,0,138,111,79,636,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5479,ATL,"Atlanta, GA",Georgia,MGM,"Montgomery, AL",Alabama,1145,1140,-5,17,1157,1128,3,1145,1131,-14,0,,0,60,51,31,147,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5479,MGM,"Montgomery, AL",Alabama,ATL,"Atlanta, GA",Georgia,1400,1428,28,10,1438,1611,7,1611,1618,7,0,,0,71,50,33,147,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5484,DTW,"Detroit, MI",Michigan,SDF,"Louisville, KY",Kentucky,2125,2115,-10,19,2134,2223,6,2255,2229,-26,0,,0,90,74,49,306,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5485,MSP,"Minneapolis, MN",Minnesota,RDU,"Raleigh/Durham, NC",North Carolina,1303,1259,-4,23,1322,1632,5,1650,1637,-13,0,,0,167,158,130,980,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5488,MLU,"Monroe, LA",Louisiana,ATL,"Atlanta, GA",Georgia,600,554,-6,17,611,814,7,848,821,-27,0,,0,108,87,63,448,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5491,ATL,"Atlanta, GA",Georgia,MSP,"Minneapolis, MN",Minnesota,1659,1657,-2,13,1710,1819,15,1849,1834,-15,0,,0,170,157,129,907,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5492,SYR,"Syracuse, NY",New York,DTW,"Detroit, MI",Michigan,1242,1246,4,28,1314,1412,7,1420,1419,-1,0,,0,98,93,58,374,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5493,MSP,"Minneapolis, MN",Minnesota,GRB,"Green Bay, WI",Wisconsin,2015,2009,-6,42,2051,2136,5,2149,2141,-8,0,,0,94,92,45,252,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5497,BHM,"Birmingham, AL",Alabama,DTW,"Detroit, MI",Michigan,1030,1105,35,10,1115,1346,6,1335,1352,17,0,,0,125,107,91,625,0,0,0,0,17
2024,1,1,1,1/1/2024,9E,5497,DTW,"Detroit, MI",Michigan,BHM,"Birmingham, AL",Alabama,835,924,49,22,946,1029,2,945,1031,46,0,,0,130,127,103,625,29,0,0,0,17
2024,1,1,1,1/1/2024,9E,5499,LGA,"New York, NY",New York,CLE,"Cleveland, OH",Ohio,1035,1025,-10,17,1042,1148,7,1234,1155,-39,0,,0,119,90,66,419,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5509,CVG,"Cincinnati, OH",Kentucky,FLL,"Fort Lauderdale, FL",Florida,1630,1622,-8,17,1639,1846,6,1904,1852,-12,0,,0,154,150,127,932,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5509,FLL,"Fort Lauderdale, FL",Florida,CVG,"Cincinnati, OH",Kentucky,1949,1946,-3,21,2007,2219,6,2225,2225,0,0,,0,156,159,132,932,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5516,LGA,"New York, NY",New York,RIC,"Richmond, VA",Virginia,915,909,-6,13,922,1020,8,1103,1028,-35,0,,0,108,79,58,292,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5516,RIC,"Richmond, VA",Virginia,LGA,"New York, NY",New York,1150,1148,-2,20,1208,1252,5,1319,1257,-22,0,,0,89,69,44,292,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5518,DTW,"Detroit, MI",Michigan,LAN,"Lansing, MI",Michigan,2130,2125,-5,27,2152,2213,2,2229,2215,-14,0,,0,59,50,21,74,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5526,CVG,"Cincinnati, OH",Kentucky,MSP,"Minneapolis, MN",Minnesota,1515,1505,-10,10,1515,1543,10,1618,1553,-25,0,,0,123,108,88,596,0,0,0,0,0
2024,1,1,1,1/1/2024,9E,5532,CVG,"Cincinnati, OH",Kentucky,BOS,"Boston, MA",Massachusetts,1105,1100,-5,30,1130,1314,10,1314,1324,10,0,,0,129,144,104,752,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1002,MSN,"Madison, WI",Wisconsin,CLT,"Charlotte, NC",North Carolina,605,600,-5,24,624,901,10,916,911,-5,0,,0,131,131,97,708,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1007,CLT,"Charlotte, NC",North Carolina,STL,"St. Louis, MO",Missouri,2255,2306,11,12,2318,2340,19,2359,2359,0,0,,0,124,113,82,575,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1009,PHL,"Philadelphia, PA",Pennsylvania,CLT,"Charlotte, NC",North Carolina,1737,1901,84,31,1932,2045,7,1929,2052,83,0,,0,112,111,73,449,0,0,0,0,83
2024,1,1,1,1/1/2024,AA,1010,DFW,"Dallas/Fort Worth, TX",Texas,STL,"St. Louis, MO",Missouri,2109,2134,25,12,2146,2259,6,2253,2305,12,0,,0,104,91,73,550,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1011,LAS,"Las Vegas, NV",Nevada,CLT,"Charlotte, NC",North Carolina,800,755,-5,18,813,1451,8,1513,1459,-14,0,,0,253,244,218,1916,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1014,CLT,"Charlotte, NC",North Carolina,MSN,"Madison, WI",Wisconsin,2030,2119,49,20,2139,2222,4,2143,2226,43,0,,0,133,127,103,708,2,0,0,0,41
2024,1,1,1,1/1/2024,AA,1015,AUS,"Austin, TX",Texas,LAS,"Las Vegas, NV",Nevada,1951,1940,-11,17,1957,2030,9,2050,2039,-11,0,,0,179,179,153,1090,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1017,CLT,"Charlotte, NC",North Carolina,BDL,"Hartford, CT",Connecticut,2030,2033,3,19,2052,2225,5,2227,2230,3,0,,0,117,117,93,644,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1018,PHX,"Phoenix, AZ",Arizona,DFW,"Dallas/Fort Worth, TX",Texas,631,622,-9,21,643,927,16,952,943,-9,0,,0,141,141,104,868,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1019,SJC,"San Jose, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,611,605,-6,26,631,1126,10,1149,1136,-13,0,,0,218,211,175,1438,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,102,HNL,"Honolulu, HI",Hawaii,DFW,"Dallas/Fort Worth, TX",Texas,2011,2001,-10,18,2019,630,6,725,636,-49,0,,0,434,395,371,3784,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1020,DTW,"Detroit, MI",Michigan,MIA,"Miami, FL",Florida,551,543,-8,34,617,845,5,917,850,-27,0,,0,206,187,148,1145,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1021,DFW,"Dallas/Fort Worth, TX",Texas,GSO,"Greensboro/High Point, NC",North Carolina,1911,1906,-5,17,1923,2223,7,2235,2230,-5,0,,0,144,144,120,999,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1022,DFW,"Dallas/Fort Worth, TX",Texas,SAT,"San Antonio, TX",Texas,1541,1554,13,12,1606,1657,4,1652,1701,9,0,,0,71,67,51,247,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1023,DFW,"Dallas/Fort Worth, TX",Texas,LAX,"Los Angeles, CA",California,1731,1729,-2,17,1746,1831,10,1858,1841,-17,0,,0,207,192,165,1235,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1025,TUS,"Tucson, AZ",Arizona,DFW,"Dallas/Fort Worth, TX",Texas,716,713,-3,10,723,1000,11,1027,1011,-16,0,,0,131,118,97,813,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1029,PHL,"Philadelphia, PA",Pennsylvania,MCI,"Kansas City, MO",Missouri,1856,1908,12,16,1924,2034,9,2115,2043,-32,0,,0,199,155,130,1038,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,103,AVP,"Scranton/Wilkes-Barre, PA",Pennsylvania,CLT,"Charlotte, NC",North Carolina,1730,1723,-7,11,1734,1854,6,1921,1900,-21,0,,0,111,97,80,509,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,103,CLT,"Charlotte, NC",North Carolina,AVP,"Scranton/Wilkes-Barre, PA",Pennsylvania,1459,1503,4,17,1520,1634,5,1644,1639,-5,0,,0,105,96,74,509,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1031,CLT,"Charlotte, NC",North Carolina,LAS,"Las Vegas, NV",Nevada,1621,1629,8,31,1700,1819,5,1819,1824,5,0,,0,298,295,259,1916,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1032,JFK,"New York, NY",New York,MIA,"Miami, FL",Florida,900,901,1,23,924,1157,8,1214,1205,-9,0,,0,194,184,153,1089,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1033,CLT,"Charlotte, NC",North Carolina,IND,"Indianapolis, IN",Indiana,2235,2233,-2,12,2245,2351,24,17,15,-2,0,,0,102,102,66,427,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1036,LAX,"Los Angeles, CA",California,STL,"St. Louis, MO",Missouri,1820,1817,-3,13,1830,2343,9,2352,2352,0,0,,0,212,215,193,1592,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1039,CID,"Cedar Rapids/Iowa City, IA",Iowa,CLT,"Charlotte, NC",North Carolina,700,649,-11,25,714,953,20,1023,1013,-10,0,,0,143,144,99,742,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1040,SDF,"Louisville, KY",Kentucky,DFW,"Dallas/Fort Worth, TX",Texas,728,718,-10,16,734,825,15,902,840,-22,0,,0,154,142,111,733,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1041,PHL,"Philadelphia, PA",Pennsylvania,LAX,"Los Angeles, CA",California,1550,1546,-4,15,1601,1745,5,1847,1750,-57,0,,0,357,304,284,2402,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1042,OMA,"Omaha, NE",Nebraska,CLT,"Charlotte, NC",North Carolina,617,613,-4,31,644,945,16,1000,1001,1,0,,0,163,168,121,913,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1043,CLT,"Charlotte, NC",North Carolina,ROC,"Rochester, NY",New York,2150,2147,-3,15,2202,2330,8,2336,2338,2,0,,0,106,111,88,573,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1044,CLT,"Charlotte, NC",North Carolina,PHX,"Phoenix, AZ",Arizona,1306,1302,-4,12,1314,1528,4,1551,1532,-19,0,,0,285,270,254,1773,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1045,MIA,"Miami, FL",Florida,ATL,"Atlanta, GA",Georgia,1902,2042,100,16,2058,2227,6,2100,2233,93,0,,0,118,111,89,594,6,0,0,0,87
2024,1,1,1,1/1/2024,AA,1046,MIA,"Miami, FL",Florida,ATL,"Atlanta, GA",Georgia,841,840,-1,20,900,1030,10,1049,1040,-9,0,,0,128,120,90,594,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1047,CLT,"Charlotte, NC",North Carolina,MIA,"Miami, FL",Florida,1431,1430,-1,35,1505,1639,8,1640,1647,7,0,,0,129,137,94,650,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1048,DFW,"Dallas/Fort Worth, TX",Texas,BOS,"Boston, MA",Massachusetts,1545,1607,22,14,1621,2048,8,2016,2056,40,0,,0,211,229,207,1562,9,0,18,0,13
2024,1,1,1,1/1/2024,AA,1049,ATL,"Atlanta, GA",Georgia,MIA,"Miami, FL",Florida,800,754,-6,13,807,934,6,959,940,-19,0,,0,119,106,87,594,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1050,DFW,"Dallas/Fort Worth, TX",Texas,BHM,"Birmingham, AL",Alabama,2107,2218,71,13,2231,2348,4,2248,2352,64,0,,0,101,94,77,597,7,0,0,0,57
2024,1,1,1,1/1/2024,AA,1052,CLT,"Charlotte, NC",North Carolina,ORD,"Chicago, IL",Illinois,1312,1308,-4,15,1323,1352,9,1424,1401,-23,0,,0,132,113,89,599,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1054,MIA,"Miami, FL",Florida,BOS,"Boston, MA",Massachusetts,2107,2111,4,17,2128,12,6,27,18,-9,0,,0,200,187,164,1258,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1055,DFW,"Dallas/Fort Worth, TX",Texas,GSO,"Greensboro/High Point, NC",North Carolina,1256,1253,-3,15,1308,1606,4,1624,1610,-14,0,,0,148,137,118,999,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1055,GSO,"Greensboro/High Point, NC",North Carolina,DFW,"Dallas/Fort Worth, TX",Texas,1722,1738,16,10,1748,1914,13,1940,1927,-13,0,,0,198,169,146,999,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1056,DFW,"Dallas/Fort Worth, TX",Texas,LGA,"New York, NY",New York,920,914,-6,15,929,1312,5,1338,1317,-21,0,,0,198,183,163,1389,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1056,LGA,"New York, NY",New York,DFW,"Dallas/Fort Worth, TX",Texas,1434,1428,-6,16,1444,1655,20,1751,1715,-36,0,,0,257,227,191,1389,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1057,BOS,"Boston, MA",Massachusetts,PHX,"Phoenix, AZ",Arizona,1237,1247,10,23,1310,1608,5,1644,1613,-31,0,,0,367,326,298,2300,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1058,ROC,"Rochester, NY",New York,CLT,"Charlotte, NC",North Carolina,600,935,215,25,1000,1125,12,809,1137,208,0,,0,129,122,85,573,208,0,0,0,0
2024,1,1,1,1/1/2024,AA,1059,CHS,"Charleston, SC",South Carolina,PHL,"Philadelphia, PA",Pennsylvania,1814,1836,22,17,1853,2011,6,1959,2017,18,0,,0,105,101,78,550,2,0,0,0,16
2024,1,1,1,1/1/2024,AA,1059,PHL,"Philadelphia, PA",Pennsylvania,CHS,"Charleston, SC",South Carolina,1535,1612,37,13,1625,1748,5,1732,1753,21,0,,0,117,101,83,550,9,0,0,0,12
2024,1,1,1,1/1/2024,AA,1060,AUS,"Austin, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,1831,1931,60,24,1955,2032,8,1941,2040,59,0,,0,70,69,37,190,4,0,0,0,55
2024,1,1,1,1/1/2024,AA,1061,JAX,"Jacksonville, FL",Florida,DFW,"Dallas/Fort Worth, TX",Texas,1127,1123,-4,21,1144,1318,19,1324,1337,13,0,,0,177,194,154,918,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1062,PHL,"Philadelphia, PA",Pennsylvania,ORD,"Chicago, IL",Illinois,1216,1209,-7,13,1222,1306,9,1348,1315,-33,0,,0,152,126,104,678,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1063,RIC,"Richmond, VA",Virginia,CLT,"Charlotte, NC",North Carolina,620,611,-9,11,622,711,5,757,716,-41,0,,0,97,65,49,257,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1064,DCA,"Washington, DC",Virginia,ORD,"Chicago, IL",Illinois,1804,1801,-3,15,1816,1847,19,1923,1906,-17,0,,0,139,125,91,612,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1065,BNA,"Nashville, TN",Tennessee,CLT,"Charlotte, NC",North Carolina,537,534,-3,15,549,737,8,800,745,-15,0,,0,83,71,48,328,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1067,ORD,"Chicago, IL",Illinois,AUS,"Austin, TX",Texas,1723,1721,-2,10,1731,1942,10,2012,1952,-20,0,,0,169,151,131,977,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1069,MIA,"Miami, FL",Florida,CLT,"Charlotte, NC",North Carolina,2141,2159,18,28,2227,7,6,2359,13,14,0,,0,138,134,100,650,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1070,LAX,"Los Angeles, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,906,903,-3,18,921,1342,8,1405,1350,-15,0,,0,179,167,141,1235,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1071,CLT,"Charlotte, NC",North Carolina,EWR,"Newark, NJ",New Jersey,1837,1835,-2,16,1851,2006,10,2029,2016,-13,0,,0,112,101,75,529,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1072,CLT,"Charlotte, NC",North Carolina,MKE,"Milwaukee, WI",Wisconsin,2259,2255,-4,16,2311,2345,4,4,2349,-15,0,,0,125,114,94,651,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1073,ORD,"Chicago, IL",Illinois,STL,"St. Louis, MO",Missouri,2045,2042,-3,11,2053,2133,8,2202,2141,-21,0,,0,77,59,40,258,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1074,MIA,"Miami, FL",Florida,BOS,"Boston, MA",Massachusetts,1700,1652,-8,15,1707,1947,9,2013,1956,-17,0,,0,193,184,160,1258,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1076,DFW,"Dallas/Fort Worth, TX",Texas,BNA,"Nashville, TN",Tennessee,1830,1825,-5,16,1841,2003,7,2016,2010,-6,0,,0,106,105,82,631,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1077,CLT,"Charlotte, NC",North Carolina,CID,"Cedar Rapids/Iowa City, IA",Iowa,2038,2034,-4,16,2050,2133,6,2155,2139,-16,0,,0,137,125,103,742,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1079,MIA,"Miami, FL",Florida,DFW,"Dallas/Fort Worth, TX",Texas,1621,1619,-2,16,1635,1822,17,1845,1839,-6,0,,0,204,200,167,1121,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1081,DFW,"Dallas/Fort Worth, TX",Texas,TYS,"Knoxville, TN",Tennessee,2056,2049,-7,13,2102,2334,3,2354,2337,-17,0,,0,118,108,92,772,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1083,PHX,"Phoenix, AZ",Arizona,AUS,"Austin, TX",Texas,932,930,-2,14,944,1229,5,1244,1234,-10,0,,0,132,124,105,872,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1084,DFW,"Dallas/Fort Worth, TX",Texas,MFE,"Mission/McAllen/Edinburg, TX",Texas,2059,2052,-7,21,2113,2229,3,2236,2232,-4,0,,0,97,100,76,469,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1085,MFE,"Mission/McAllen/Edinburg, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,718,715,-3,12,727,841,15,859,856,-3,0,,0,101,101,74,469,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1086,DFW,"Dallas/Fort Worth, TX",Texas,PHX,"Phoenix, AZ",Arizona,1743,1827,44,18,1845,2002,13,1924,2015,51,0,,0,161,168,137,868,0,0,7,0,44
2024,1,1,1,1/1/2024,AA,1087,BFL,"Bakersfield, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,512,508,-4,31,539,1011,7,1023,1018,-5,0,,0,191,190,152,1271,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1088,RDU,"Raleigh/Durham, NC",North Carolina,MIA,"Miami, FL",Florida,700,652,-8,12,704,842,7,914,849,-25,0,,0,134,117,98,700,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1090,DFW,"Dallas/Fort Worth, TX",Texas,SLC,"Salt Lake City, UT",Utah,1326,1350,24,11,1401,1515,4,1517,1519,2,0,,0,171,149,134,989,0,0,0,0,0
2024,1,1,1,1/1/2024,AA,1090,SLC,"Salt Lake City, UT",Utah,DFW,"Dallas/Fort Worth, TX",Texas,1608,1608,0,11,1619,1927,10,1944,1937,-7,0,,0,156,149,128,989,0,0,0,0,0
